gene	Esophagus...Mucosa	Pancreas	Pituitary	Whole.Blood	Cells...Transformed.fibroblasts	Minor.Salivary.Gland	Lung
ENSG00000014216.11	359.6	48.78	77.82	80.1	108.2	157	112.4
ENSG00000197847.8	1.56	0.2388	0.5413	0.2373	0.2007	0.7981	0.4345
ENSG00000014138.4	8.222	3.14	5.095	4.356	7.525	6.078	9.569
ENSG00000149798.3	7.523	2.825	7.271	17.38	36.12	5.748	30.54
ENSG00000133884.5	31.57	13.945	39.23	29.73	44.59	35.86	41.86
ENSG00000173825.6	0.3373	0.15295	2.41	1.72	0.1396	0.5276	0.4408
ENSG00000255478.1	0.001	1.0765	0.07383	0.2018	0.001	0.1577	0.1526
ENSG00000162241.8	3.078	14.075	12.09	6.704	2.173	8.735	7.59
ENSG00000126391.9	47.98	15.49	19.47	17.41	29.51	29.16	41.91
ENSG00000245532.4	220.4	269.25	108.2	54.32	282	613.1	343.9
ENSG00000173727.7	0.8378	0.18745	2.059	1.343	5.943	1.23	0.9505
ENSG00000251562.3	172.6	91.425	474.3	117.9	131.9	250.9	417.1
ENSG00000270526.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000142186.12	53.3	36.115	83.52	49.44	93.82	72.16	86.92
ENSG00000168056.10	26.49	26.54	122.8	7.986	78.37	57.44	86.04
ENSG00000260233.2	3.022	1.797	5.574	2.195	1.564	4.258	3.015
ENSG00000173465.3	30.99	24.685	35.83	15.54	51	29.39	42.5
ENSG00000176973.7	27.28	23.385	20.88	31.25	23.79	30.97	37.21
ENSG00000173442.7	69.95	5.966	18.04	92.85	34.31	36.85	87
ENSG00000173338.8	12.78	0.13965	1.341	3.442	0.1616	0.6664	2.029
ENSG00000173327.3	36.55	17.065	40.15	80.21	22.98	35.99	89.56
ENSG00000197136.4	24.24	10.97	29.86	18.69	25.21	21.51	30.29
ENSG00000266041.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000213445.4	20.39	6.0765	13.77	167.4	17.46	20.1	69.77
ENSG00000265874.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173039.14	61.6	24.655	44.41	54.61	59.04	61.21	94.65
ENSG00000239356.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172977.8	28.49	13.105	36.92	25.18	26.8	28.09	36.36
ENSG00000172922.4	18.2	11.48	52.95	16.33	25.17	24.15	30.99
ENSG00000214659.4	0.1796	0.193	0.6396	0.3556	0.1923	0.1562	0.3023
ENSG00000255557.1	0.3078	0.1257	0.4368	0.8267	0.1999	0.1347	0.3623
ENSG00000254470.2	10.11	4.296	4.5	38.54	7.893	6.525	11.98
ENSG00000172818.5	43.04	1.014	0.1592	0.0547	0.05249	3.554	0.4062
ENSG00000255120.1	1.928	0.045565	0.001	0.001	0.001	0.1158	0.0593
ENSG00000172757.8	234.8	39.86	146.1	443.9	442.5	165.7	309.5
ENSG00000172803.13	0.3682	0.12935	1.018	0.1623	2.102	0.2392	0.3946
ENSG00000172732.7	21.17	12.415	35.73	18.94	25.84	24.64	40.77
ENSG00000172638.8	17.75	11.225	38.88	7.573	266.6	31.22	92.52
ENSG00000172543.3	1.808	0.39495	1.561	103.1	0.3237	2.764	21.16
ENSG00000172500.8	47.49	26.16	64.14	40.57	135.3	42.2	66.97
ENSG00000175602.2	42.91	20.495	62	31.9	194.3	27.96	112.1
ENSG00000175592.4	23.1	0.5975	3.474	1.901	117.7	4.793	15.08
ENSG00000175573.6	36.31	16.67	39.53	37.34	137.4	40.3	56.99
ENSG00000175550.3	119.7	35.01	139	90.25	351.9	72.06	129.3
ENSG00000175513.5	0.03947	0.013245	0.09039	0.06792	0.04136	0.03791	0.08934
ENSG00000175467.10	36.73	20.245	48.55	52.29	49.83	39.57	53.38
ENSG00000254867.1	0.04443	0.001	0.1794	0.001	0.001	0.04824	0.001
ENSG00000175376.4	17.55	7.186	18.87	7.814	21.53	15.78	17.67
ENSG00000175334.3	92.01	39.84	102.1	36	169.1	73.61	93.18
ENSG00000175315.2	36.92	0.3278	2.312	0.1986	3.398	2.436	30.15
ENSG00000175294.5	0.1011	0.04533	0.06429	3.078	1.003	0.1328	1.352
ENSG00000175229.6	0.02315	0.3733	8.201	0.03553	0.08237	0.02354	0.05646
ENSG00000087365.10	82.6	52.835	155.7	77.72	144.7	88.67	137.6
ENSG00000238752.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255038.1	1.557	1.201	4.223	1.034	1.546	4.665	2.246
ENSG00000175115.7	35.73	13.75	32.27	62.2	44.29	67.3	47.06
ENSG00000238763.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255320.1	1.954	0.97725	2.612	2.501	4.162	3.464	3.239
ENSG00000174996.7	15.03	6.0665	59.07	2.582	16.53	15.03	23.48
ENSG00000254461.1	4.458	2.977	18.75	0.6102	3.024	5.658	8.257
ENSG00000254855.1	1.529	0.9223	5.283	0.1361	0.6327	1.494	2.635
ENSG00000254762.1	0.001	0.001	0.4801	0.001	0.001	0.001	0.001
ENSG00000174903.10	211.6	57.365	177.5	213.6	184.4	172.9	205.6
ENSG00000245156.1	0.8264	0.416	1.186	0.9147	0.5569	1.001	1.136
ENSG00000174871.6	1.251	1.7035	79.93	0.827	0.6734	0.7303	1.543
ENSG00000174851.10	54.44	46.105	112.1	12.65	136	57.68	69.46
ENSG00000179292.4	0.06579	0.79955	21.15	0.04453	0.2673	0.4334	0.1652
ENSG00000254458.1	0.001	0.001	0.07138	0.001	0.5094	0.001	0.08681
ENSG00000174807.3	22.41	7.3445	14.45	1.101	574.3	25.09	56.43
ENSG00000174791.6	27.74	3.7715	14.25	4.873	34.94	7.592	10.24
ENSG00000254756.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000174744.9	46.9	25.335	32.93	52.02	54.29	44.17	50.61
ENSG00000174684.6	12.05	17.42	123	1.08	31.45	18.4	36.61
ENSG00000255468.2	1.198	2.9345	4.265	0.1521	0.3856	1.497	1.836
ENSG00000174669.7	9.289	9.651	27.43	1.523	0.4988	20.86	13.52
ENSG00000254736.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000202317.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254510.1	0.6898	0.0438	2.623	0.001	0.2019	0.447	0.7746
ENSG00000174576.4	0.3364	0.04275	16.85	0.02136	0.08506	0.1916	0.2865
ENSG00000201733.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000174547.9	24.09	11.66	16.36	6.432	36.72	17.19	19.53
ENSG00000254596.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000174516.10	6.61	3.924	19.2	2.853	7.29	10.62	8.623
ENSG00000255517.2	1.427	1.564	3.105	0.8589	2.659	2.397	2.099
ENSG00000254986.3	26.84	8.858	12.56	10.11	36.56	23.3	22.07
ENSG00000174483.15	11	9.419	39.07	2.21	17.58	20.49	18.98
ENSG00000174165.3	7.852	5.4435	8.183	5.878	15.92	8.012	10.78
ENSG00000269990.1	4.44	5.171	11.1	2.482	10.03	7.848	8.963
ENSG00000248746.1	0.1191	0.048735	0.1297	0.1352	0.1119	0.1751	0.2234
ENSG00000250105.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000174080.6	21.12	22.52	91.24	3.651	53.53	87.04	60.49
ENSG00000182791.3	0.157	0.14795	1.03	0.01515	0.3833	0.295	0.1407
ENSG00000173992.4	27.44	18.97	63.32	24.26	33.51	35.45	40.51
ENSG00000199325.1	0.001	0.001	0.8565	0.001	0.2492	0.2574	0.001
ENSG00000239306.4	31.7	14.88	43.86	15.73	33.63	28.25	38.56
ENSG00000173933.15	42.17	21.655	51.83	32.74	54.33	40.74	47.15
ENSG00000173914.7	10.15	4.8295	25.22	2.917	13.78	12.78	9.231
ENSG00000258297.1	15.51	8.745	37.49	7.214	12.72	20.79	24.76
ENSG00000173898.7	50.3	10.355	27.05	0.1391	0.2884	14.74	1.868
ENSG00000239553.2	0.6549	0.11595	0.1797	0.001	0.001	0.2904	0.001
ENSG00000173715.11	22.48	2.767	17.67	2.051	3.981	16.65	9.105
ENSG00000213409.4	0.3135	0.001	0.4171	0.001	0.001	0.2522	0.0806
ENSG00000254984.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173653.3	34.59	13.915	41.16	13.42	26.71	28.65	28.72
ENSG00000173599.9	13.35	3.063	17.28	1.194	18.24	14.17	5.882
ENSG00000173621.8	8.383	1.58	11.23	2.31	23.35	11.16	13.3
ENSG00000239099.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266423.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173237.4	0.001	0.001	0.06314	0.001	0.1827	0.001	0.001
ENSG00000252709.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173227.9	0.4506	0.12225	8.945	0.01871	0.3582	0.628	0.1011
ENSG00000173156.2	196.5	19.91	24.65	0.2057	17.61	18.95	15.59
ENSG00000173120.10	51.34	9.2245	27.06	31.51	31.92	35.1	50.97
ENSG00000179038.7	0.1988	0.04016	0.1052	0.2646	0.02971	0.1645	0.2227
ENSG00000238892.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000173020.6	97.09	23.17	77.81	314	36.74	77.87	142.5
ENSG00000172932.10	38.12	6.2625	56.61	99.88	18.57	30.71	43.54
ENSG00000172830.8	72.75	13.29	27.28	21.15	19.86	52.08	33.37
ENSG00000175482.4	80.94	45.4	44.26	73.84	95	58.03	76.46
ENSG00000201684.1	0.5306	0.2902	1.685	0.001	0.7503	0.9811	0.3639
ENSG00000175505.9	4.757	3.754	5.495	2.228	29.42	12.15	14.13
ENSG00000172613.3	19.57	9.856	29.47	13.76	8.592	20.36	23.04
ENSG00000253024.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172531.10	167.4	47.735	81.99	140	137.5	102.8	114
ENSG00000175463.7	5.167	0.9935	3.547	185	0.1677	5.343	29.45
ENSG00000172508.6	0.8643	1.079	1.828	1.663	0.3392	1.471	1.985
ENSG00000175634.10	98.08	24.615	58.54	46.3	40.07	48.78	51
ENSG00000213402.2	11.96	3.5285	14.66	158.2	1.301	17.88	30.13
ENSG00000172725.9	79.46	28.36	52.27	28.46	89.61	81.38	81.98
ENSG00000175514.2	0.001	0.001	0.001	0.05786	0.001	0.04621	0.08475
ENSG00000175544.9	0.2832	0.32245	0.2802	0.3037	0.001	1.281	2.833
ENSG00000269913.1	0.4109	0.4323	0.3904	0.4757	0.001	1.887	3.915
ENSG00000270169.1	0.1962	0.12165	0.4276	0.001	0.06787	0.2496	0.2985
ENSG00000172663.4	97.97	32.685	31.3	10.62	26.96	40.12	34.35
ENSG00000110711.5	44.19	28.35	83.82	76.77	79.55	52.57	104.5
ENSG00000110697.8	27.22	6.8925	54.29	39.67	15.57	14.43	30.79
ENSG00000167797.3	55.16	41.96	72.87	48.5	26.04	42.09	83.31
ENSG00000167791.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000244152.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000084207.11	2249	185.1	500.3	165.2	656.8	469.5	753.6
ENSG00000184224.3	0.03324	0.026495	0.09262	0.001	0.02995	0.02505	0.04324
ENSG00000255119.1	0.001	0.001	0.8134	0.001	0.001	0.001	0.2893
ENSG00000167792.7	135.8	68.415	151.7	42.77	126.4	113.2	134.1
ENSG00000231793.4	1.229	0.27495	0.8123	1.029	0.2093	1.169	1.475
ENSG00000255318.1	0.5656	0.15005	0.1277	0.001	0.1189	0.6098	0.5687
ENSG00000167799.5	61.01	6.631	4.983	1.353	6.788	23.88	10.33
ENSG00000167800.9	0.03601	0.15435	0.1235	0.001	0.001	0.2355	0.02076
ENSG00000132744.3	0.4283	13.25	0.2387	0.4165	0.001	0.4013	0.3727
ENSG00000227834.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000132746.10	189.4	0.099915	0.08058	0.06511	0.08367	12.48	0.495
ENSG00000239559.2	1.458	0.80665	0.9311	0.6482	1.69	0.9809	1.494
ENSG00000184795.9	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235855.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266451.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254447.1	0.001	0.001	0.1091	0.001	0.001	0.001	0.1565
ENSG00000254883.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255147.1	0.001	0.001	0.2704	0.001	0.001	0.001	0.9176
ENSG00000227620.4	0.001	0.001	0.06775	0.001	0.001	0.001	0.001
ENSG00000160172.6	2.646	1.331	4.155	0.1894	2.809	2.587	2.055
ENSG00000254792.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251637.2	0.02788	0.020075	0.1906	0.01942	0.001	0.0955	0.09184
ENSG00000206587.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000243672.1	0.001	0.001	0.06848	0.001	0.001	0.0365	0.001
ENSG00000221553.1	0.001	0.001	0.001	0.001	0.001	0.1877	0.001
ENSG00000254610.1	0.001	0.05823	0.3467	0.001	0.001	0.7269	0.1964
ENSG00000254850.2	0.001	0.001	0.2227	0.001	0.001	0.001	0.001
ENSG00000255230.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255554.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110057.3	25.33	10.61	9.125	67.79	20.51	40.6	57.73
ENSG00000006534.11	14.02	4.2945	12.13	39.44	48.4	14.04	70.14
ENSG00000255306.1	0.6954	0.28325	1.281	1.374	1.401	0.8534	2.415
ENSG00000110717.6	58.9	23.585	93.83	20.86	56.11	50.63	56.76
ENSG00000110719.5	56.94	154.65	37.47	509.3	73.73	98.91	244.6
ENSG00000255031.1	6.126	9.7955	4.217	17.01	5.434	10.08	14.97
ENSG00000110721.7	5.269	16.8	24.47	7.122	9.662	51.56	25.77
ENSG00000255236.2	0.001	0.04912	0.3027	0.001	0.08691	0.2361	0.1426
ENSG00000110066.10	13.64	7.8115	18.29	6.816	12.93	19.08	14.53
ENSG00000171067.6	14.07	12.335	18.69	5.506	55.39	29.24	31.3
ENSG00000162337.7	18.55	15.74	17.73	0.3452	21.92	65.75	36.28
ENSG00000110075.10	34.27	13.255	40.09	15.87	34.47	35.18	45.44
ENSG00000254856.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222339.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212093.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260808.1	0.4163	0.20505	2.851	0.1451	0.1869	0.6032	0.8086
ENSG00000266854.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000069482.6	0.2354	0.5371	580.1	0.06256	0.4233	0.7283	0.2955
ENSG00000132749.6	1.73	0.5226	2.957	1.566	0.1565	2.103	0.5314
ENSG00000110090.8	20.47	11.71	22.97	13.46	23.18	23.38	36.6
ENSG00000250508.1	0.09068	0.050935	0.3457	0.02381	0.07615	4.525	0.1952
ENSG00000197345.8	22.98	10.0115	24	6.211	33.25	22.75	18.06
ENSG00000132740.4	11.48	5.4155	12.62	8.527	9.173	13.12	14.34
ENSG00000255741.1	0.3011	0.07021	0.1882	0.001	0.1088	0.1475	0.1336
ENSG00000172938.3	0.001	0.001	0.001	0.001	0.001	0.001	0.04777
ENSG00000261625.1	1.748	0.1596	0.4185	0.001	1.129	1.329	2.494
ENSG00000172935.8	16.4	1.69	4.458	0.09408	33.78	12.66	26.9
ENSG00000256508.2	0.4654	0.043795	0.3705	0.001	0.8788	0.302	0.7575
ENSG00000162341.11	9.718	4.348	11.15	9.925	11.53	10.29	15.34
ENSG00000265539.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000260895.1	0.06328	0.001	0.08224	0.06349	0.05985	0.1022	0.07742
ENSG00000261070.1	0.001	0.001	0.001	0.001	0.001	0.001	0.04214
ENSG00000259799.1	0.4668	1.499	0.4584	0.1667	0.2468	0.3916	1.01
ENSG00000172927.3	21.13	1.1765	0.1841	0.2217	0.7479	0.6077	0.271
ENSG00000213275.2	0.1423	0.001	0.08847	1.088	0.2385	0.09619	0.3553
ENSG00000260877.1	3.244	0.090195	0.001	0.001	0.5013	0.1646	0.001
ENSG00000259854.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255980.1	0.001	0.001	0.02996	0.001	0.001	0.02296	0.001
ENSG00000255606.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000261347.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255774.1	1.039	0.001	0.001	0.001	0.001	0.1372	0.001
ENSG00000110092.3	99.8	19.34	41.78	0.3169	195.6	46.42	63.51
ENSG00000149716.8	8.445	4.932	11.84	2.603	11.05	8.465	9.19
ENSG00000162344.3	0.001	0.001	0.04587	0.001	0.001	0.001	0.001
ENSG00000256441.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000268351.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000075388.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186895.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255191.1	0.001	0.001	0.2126	0.001	0.001	0.2639	1.049
ENSG00000254605.1	0.001	0.001	0.06481	0.001	0.001	0.2982	0.1303
ENSG00000248844.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254417.1	0.001	0.001	0.001	0.001	0.001	0.07452	0.001
ENSG00000202070.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000131620.13	5.264	1.485	5.422	0.04131	0.0614	27.45	11.33
ENSG00000255143.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168040.4	12.47	3.249	6.717	13.64	29.76	10.2	8.994
ENSG00000131626.11	11.3	5.6955	25.61	6.922	19.39	12.8	21.65
ENSG00000255329.1	0.001	0.001	0.001	0.07318	0.001	0.001	0.001
ENSG00000254604.1	0.4591	0.24085	3.51	0.2356	0.8864	0.6093	0.6854
ENSG00000221333.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254484.1	0.08192	0.001	0.1607	0.001	0.001	0.0979	0.2963
ENSG00000255539.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254495.1	0.08429	0.001	0.2567	0.07674	0.001	0.1303	0.16
ENSG00000246889.2	0.4436	0.3226	1.395	0.2177	0.697	0.5257	0.7541
ENSG00000085733.11	167	49.255	170	3.561	263.8	143.3	146.5
ENSG00000162105.12	1.042	2.0755	3.742	0.007544	0.8851	6.151	2.87
ENSG00000227726.1	0.2116	0.44195	0.4393	0.001	0.001	0.8733	0.3966
ENSG00000226627.1	0.001	0.03327	0.3716	0.001	0.001	0.08097	0.01478
ENSG00000236262.1	0.001	0.001	0.2792	0.001	0.001	0.001	0.001
ENSG00000207196.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171671.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000263744.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172900.7	0.001	0.001	0.01316	0.001	0.001	0.001	0.001
ENSG00000172893.11	35.15	5.811	20.17	8.544	26.58	27.61	25.65
ENSG00000254682.1	3.612	6.619	24.88	7.78	7.748	9.859	10.92
ENSG00000172890.7	32.08	8.628	29.34	29.36	25.48	23.11	31.58
ENSG00000254924.2	0.2959	0.06985	0.4008	0.001	0.1447	0.08021	0.3101
ENSG00000244411.2	0.08351	0.001	0.2142	0.001	0.06173	0.09881	0.05916
ENSG00000241233.1	0.1785	0.057835	0.2694	0.001	0.1418	0.164	0.1853
ENSG00000254997.2	0.7277	0.14475	1.562	0.1608	0.2128	0.5679	0.719
ENSG00000204572.5	0.1931	0.16965	0.6512	0.001	0.05726	0.2883	0.4162
ENSG00000248903.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000249387.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204571.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184055.4	0.001	0.001	0.09547	0.001	0.001	0.001	0.001
ENSG00000255562.2	0.001	0.001	0.04557	0.001	0.001	0.001	0.001
ENSG00000187811.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255261.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255415.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221458.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239481.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254805.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254972.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223235.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255319.1	0.001	0.001	0.04664	0.001	0.001	0.019	0.001
ENSG00000158483.11	3.991	1.476	4.305	0.573	5.298	2.604	2.621
ENSG00000254978.2	0.4349	0.28475	0.8918	0.001	0.7426	0.4703	0.4819
ENSG00000264091.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000248671.3	0.0606	0.04968	0.4874	0.001	0.1001	0.1056	0.1067
ENSG00000214534.4	0.0955	0.09481	0.14	0.02027	0.1095	0.1761	0.2153
ENSG00000184276.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252902.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255157.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254469.3	0.8289	0.5221	1.778	0.2381	0.9119	1.169	1.025
ENSG00000225805.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228915.3	0.4086	0.29885	0.811	0.0319	0.567	0.6426	0.3311
ENSG00000254593.1	0.5174	0.17685	1.21	0.09549	0.4947	0.5588	0.3596
ENSG00000266859.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000137522.13	11.19	6.7815	19.16	3.661	20.96	17.06	14.17
ENSG00000255296.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000137496.13	5.852	3.138	12.78	5.445	5.166	9.908	29.42
ENSG00000137497.13	58.34	27.18	78.16	20.39	43.83	64.92	65.5
ENSG00000251143.1	1.744	1.215	3.529	0.7158	1.132	2.973	2.591
ENSG00000206783.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000263742.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212089.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184154.8	2.776	1.97	9.769	0.7826	3.356	3.679	4.382
ENSG00000149357.5	68.6	25.695	78.08	78.36	97.02	57.43	89.78
ENSG00000238768.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110200.4	9.401	3.555	8.591	5.523	12.85	8.003	8.335
ENSG00000110203.4	0.1289	0.02968	0.1329	86.54	0.3363	0.105	4.067
ENSG00000257075.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256518.2	0.001	0.001	0.001	0.1451	0.001	0.03464	0.05779
ENSG00000204971.3	0.001	0.001	0.001	0.001	0.001	0.001	0.1239
ENSG00000255860.2	0.001	0.001	0.001	0.1402	0.001	0.001	0.1861
ENSG00000110195.7	0.2894	1.735	7.399	0.06372	0.07707	71.96	109.6
ENSG00000165457.9	2.719	1.8905	6.708	4.537	0.05419	11.38	28.15
ENSG00000165458.9	37.52	27.29	95.47	53.28	68.05	67.28	103.3
ENSG00000165462.5	0.001	0.04003	0.1309	0.01745	0.001	0.001	0.01698
ENSG00000228286.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000213365.3	0.001	0.001	0.04152	0.001	0.001	0.04417	0.001
ENSG00000162129.8	4.451	3.9585	3.856	3.741	10.56	3.733	6.249
ENSG00000255843.1	0.3099	0.34555	0.5996	0.6188	0.248	0.5838	1.384
ENSG00000256739.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255672.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256403.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237408.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000238048.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227467.3	0.5853	0.1392	0.428	0.05593	0.1278	0.3865	0.7498
ENSG00000186642.11	8.685	2.273	11.68	0.8493	0.2158	7.525	12.16
ENSG00000256633.1	0.298	0.063525	0.4038	2.067	0.3387	0.2908	1.274
ENSG00000272036.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251919.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255808.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186635.10	31.1	14.025	53.3	132.6	33.76	29.27	81.28
ENSG00000256007.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000245148.2	0.5439	0.34425	1.417	2.557	0.2688	0.8415	2.617
ENSG00000244134.1	0.2517	0.14065	0.4521	0.9865	0.1622	0.3166	0.8924
ENSG00000214530.3	43.61	88.345	44.38	13.4	5.907	75.31	47.24
ENSG00000202522.1	0.001	0.3961	0.001	0.001	0.001	0.4735	0.001
ENSG00000265064.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168010.6	26.82	6.16	22.24	150.8	8.839	14.07	54.48
ENSG00000137478.10	8.683	5.027	12.88	12.47	21.12	11.39	40.39
ENSG00000206638.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234751.1	0.06943	0.047685	0.06202	0.05329	0.1252	0.1211	0.1464
ENSG00000256568.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215841.3	0.7311	0.001	0.4822	0.4787	0.001	0.2135	0.8269
ENSG00000175591.7	35.5	0.36375	2.037	3.996	0.05342	2.946	5.562
ENSG00000260401.1	31.38	0.22225	1.364	2.518	0.02783	1.42	4.601
ENSG00000256347.1	0.6154	0.001	0.001	0.001	0.001	0.04985	0.07026
ENSG00000171631.10	0.6322	0.2764	0.9413	0.3114	0.07256	0.8147	2.032
ENSG00000257038.1	0.7353	0.44135	1.474	0.08939	2.394	1.688	3.042
ENSG00000110237.3	12.13	6.37	30.87	0.6855	38	19.49	67.48
ENSG00000266866.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000054967.8	3.965	0.349	4.614	57.24	3.29	2.459	17.88
ENSG00000054965.6	11.15	6.734	24.15	9.423	29.34	20.92	19.94
ENSG00000256448.1	0.3302	0.001	0.7228	4.966	0.2212	0.353	1.475
ENSG00000255786.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256148.1	1.825	1.132	1.224	1.071	1.671	2.079	2.471
ENSG00000231726.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000270323.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000021300.9	2.364	5.53	149.3	2.63	0.3471	29.79	10.08
ENSG00000252732.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000175582.15	113.5	27.96	66.22	28.84	111.1	72.22	110.2
ENSG00000255928.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256034.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000175581.9	8.392	4.6375	7.91	2.095	9.457	7.569	7.564
